name,inChampions,num,accuracy,basePower,category,pp,priority,flags,boosts,target,type,zMove,contestType,desc,shortDesc,critRatio,isZ,isNonstandard,drain,secondary,basePowerCallback,condition,volatileStatus,self,multihit,callsMove,sideCondition,hasCrashDamage,stallingMove,selfSwitch,ignoreImmunity,overrideOffensiveStat,maxMove,recoil,weather,ignoreEvasion,ignoreDefensive,forceSwitch,selfBoost,nonGhostTarget,status,smartTarget,damage,terrain,hasSheerForceBoost,selfdestruct,pseudoWeather,onDamagePriority,breaksProtect,secondaries,ohko,willCrit,overrideOffensivePokemon,isMax,ignoreAbility,slotCondition,heal,realMove,thawsTarget,mindBlownRecoil,multiaccuracy,overrideDefensiveStat,noPPBoosts,sleepUsable,tracksTarget,stealsBoosts,struggleRecoil
Gigaton Hammer,,893,100,160,Physical,5,0,"{'protect': 1, 'mirror': 1, 'metronome': 1, 'cantusetwice': 1}",,normal,Steel,,,Cannot be selected the turn after it's used.,Cannot be selected the turn after it's used.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gigavolt Havoc,,646,TRUE,1,Physical,1,0,{},,normal,Electric,,Cool,Power is equal to the base move's Z-Power.,Power is equal to the base move's Z-Power.,,electriumz,Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glacial Lance,,824,100,120,Physical,5,0,"{'protect': 1, 'mirror': 1}",,allAdjacentFoes,Ice,,,No additional effect.,No additional effect. Hits adjacent foes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glaciate,,549,95,65,Special,10,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,allAdjacentFoes,Ice,,Beautiful,Has a 100% chance to lower the target's Speed by 1 stage.,100% chance to lower the foe(s) Speed by 1.,,,,,"{'chance': 100, 'boosts': {'spe': -1}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glaive Rush,,862,100,120,Physical,5,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Dragon,,,"If this move is successful, moves targeted at the user deal double damage and do not check accuracy until the user's next turn.",User takes sure-hit 2x damage until its next turn.,,,,,,,"{'noCopy': True, 'onBeforeMovePriority': 100}",,{'volatileStatus': 'glaiverush'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glare,,137,100,0,Status,30,0,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'metronome': 1}",,normal,Normal,{'boost': {'spd': 1}},Tough,Paralyzes the target.,Paralyzes the target.,,,,,,,,,,,,,,,,,,,,,,,,,,par,,,,,,,,,,,,,,,,,,,,,,,,,,
Glitzy Glow,,736,95,80,Special,15,0,"{'protect': 1, 'mirror': 1}",,normal,Psychic,,Clever,This move summons Light Screen for 5 turns upon use.,Summons Light Screen.,,,LGPE,,,,,,{'sideCondition': 'lightscreen'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-Max Befuddle,,1000,TRUE,10,Physical,5,0,{},,adjacentFoe,Bug,,Cool,"Power is equal to the base move's Max Move power. If this move is successful, each Pokemon on the opposing side either falls asleep, becomes poisoned, or becomes paralyzed, even if they have a substitute.",Base move affects power. Foes: slp or psn or par.,,,Gigantamax,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Butterfree,,,,,,,,,,,,,
G-Max Cannonade,,1000,TRUE,10,Physical,10,0,{},,adjacentFoe,Water,,Cool,"Power is equal to the base move's Max Move power. If this move is successful, for 4 turns each non-Water-type Pokemon on the opposing side takes damage equal to 1/6 of its maximum HP, rounded down, at the end of each turn during effect, including the last turn.","Base move affects power. Foes: -1/6 HP, 4 turns.",,,Gigantamax,,,,"{'duration': 4, 'onResidualOrder': 5, 'onResidualSubOrder': 1, 'onSideResidualOrder': 26, 'onSideResidualSubOrder': 11}",,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blastoise,,,,,,,,,,,,,
G-Max Centiferno,,1000,TRUE,10,Physical,5,0,{},,adjacentFoe,Fire,,Cool,"Power is equal to the base move's Max Move power. If this move is successful, each Pokemon on the opposing side is prevented from switching for four or five turns (seven turns if the user is holding Grip Claw), even if they have a substitute. Causes damage equal to 1/8 of their maximum HP (1/6 if the user is holding Binding Band), rounded down, at the end of each turn during effect. They can still switch out if they are holding Shed Shell or use Baton Pass, Flip Turn, Parting Shot, Teleport, U-turn, or Volt Switch. The effect ends for a target if it leaves the field, or if it uses Rapid Spin or Substitute successfully. This effect is not stackable or reset by using this or another binding move.",Base move affects power. Foes: bound 4-5 turns.,,,Gigantamax,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centiskorch,,,,,,,,,,,,,
G-Max Chi Strike,,1000,TRUE,10,Physical,5,0,{},,adjacentFoe,Fighting,,Cool,"Power is equal to the base move's Max Move power. If this move is successful, each Pokemon on the user's side has their critical hit ratio raised by 1 stage, even if they have a substitute.",Base move affects power. Allies: Crit Ratio +1.,,,Gigantamax,,,,{'noCopy': True},,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Machamp,,,,,,,,,,,,,
G-Max Cuddle,,1000,TRUE,10,Physical,5,0,{},,adjacentFoe,Normal,,Cool,"Power is equal to the base move's Max Move power. If this move is successful, each Pokemon on the opposing side becomes infatuated, even if they have a substitute. This effect does not happen for a target if both it and the user are the same gender, if either is genderless, or if the target is already infatuated.",Base move affects power. Foes: infatuated.,,,Gigantamax,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eevee,,,,,,,,,,,,,
G-Max Depletion,,1000,TRUE,10,Physical,5,0,{},,adjacentFoe,Dragon,,Cool,"Power is equal to the base move's Max Move power. If this move is successful, each Pokemon on the opposing side loses 2 PP from its last move used, even if they have a substitute.",Base move affects power. Foes: last move -2 PP.,,,Gigantamax,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duraludon,,,,,,,,,,,,,
G-Max Drum Solo,,1000,TRUE,160,Physical,5,0,{},,adjacentFoe,Grass,,Cool,Power is 160 regardless of the base move's Max Move power. This move and its effects ignore the Abilities of other Pokemon.,Always 160 power. Ignores Abilities.,,,Gigantamax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rillaboom,TRUE,,,,,,,,,,,,
G-Max Finale,,1000,TRUE,10,Physical,5,0,{},,adjacentFoe,Fairy,,Cool,"Power is equal to the base move's Max Move power. If this move is successful, each Pokemon on the user's side restores 1/6 of its current maximum HP, even if they have a substitute.",Base move affects power. Allies: +1/6 max HP.,,,Gigantamax,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alcremie,,,,,,,,,,,,,
G-Max Fireball,,1000,TRUE,160,Physical,5,0,{},,adjacentFoe,Fire,,Cool,Power is 160 regardless of the base move's Max Move power. This move and its effects ignore the Abilities of other Pokemon.,Always 160 power. Ignores Abilities.,,,Gigantamax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cinderace,TRUE,,,,,,,,,,,,
G-Max Foam Burst,,1000,TRUE,10,Physical,5,0,{},,adjacentFoe,Water,,Cool,"Power is equal to the base move's Max Move power. If this move is successful, the Speed of each Pokemon on the opposing side is lowered by 2 stages, even if they have a substitute.",Base move affects power. Foes: -2 Speed.,,,Gigantamax,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kingler,,,,,,,,,,,,,
G-Max Gold Rush,,1000,TRUE,10,Physical,5,0,{},,adjacentFoe,Normal,,Cool,"Power is equal to the base move's Max Move power. If this move is successful, each Pokemon on the opposing side becomes confused, even if they have a substitute.",Base move affects power. Foes: confused.,,,Gigantamax,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meowth,,,,,,,,,,,,,
G-Max Gravitas,,1000,TRUE,10,Physical,5,0,{},,adjacentFoe,Psychic,,Cool,"Power is equal to the base move's Max Move power. If this move is successful, the effect of Gravity begins.",Base move affects power. Starts Gravity.,,,Gigantamax,,,,,,{'pseudoWeather': 'gravity'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orbeetle,,,,,,,,,,,,,
G-Max Hydrosnipe,,1000,TRUE,160,Physical,5,0,{},,adjacentFoe,Water,,Cool,Power is 160 regardless of the base move's Max Move power. This move and its effects ignore the Abilities of other Pokemon.,Always 160 power. Ignores Abilities.,,,Gigantamax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inteleon,TRUE,,,,,,,,,,,,
G-Max Malodor,,1000,TRUE,10,Physical,5,0,{},,adjacentFoe,Poison,,Cool,"Power is equal to the base move's Max Move power. If this move is successful, each Pokemon on the opposing side becomes poisoned, even if they have a substitute.",Base move affects power. Foes: poisoned.,,,Gigantamax,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garbodor,,,,,,,,,,,,,
G-Max Meltdown,,1000,TRUE,10,Physical,5,0,{},,adjacentFoe,Steel,,Cool,"Power is equal to the base move's Max Move power. If this move is successful, the effect of Torment begins for each Pokemon on the opposing side, even if they have a substitute.",Base move affects power. Foes: Tormented.,,,Gigantamax,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melmetal,,,,,,,,,,,,,
G-Max One Blow,,1000,TRUE,10,Physical,5,0,{},,adjacentFoe,Dark,,Cool,"Power is equal to the base move's Max Move power. This move bypasses all protection effects, including Max Guard.",Base move affects power. Bypasses Max Guard.,,,Gigantamax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urshifu,,,,,,,,,,,,,
G-Max Rapid Flow,,1000,TRUE,10,Physical,5,0,{},,adjacentFoe,Water,,Cool,"Power is equal to the base move's Max Move power. This move bypasses all protection effects, including Max Guard.",Base move affects power. Bypasses Max Guard.,,,Gigantamax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urshifu-Rapid-Strike,,,,,,,,,,,,,
G-Max Replenish,,1000,TRUE,10,Physical,5,0,{},,adjacentFoe,Normal,,Cool,"Power is equal to the base move's Max Move power. If this move is successful, there is a 50% chance every Pokemon on the user's side has its Berry restored, even if they have a substitute.",Base move affects power. 50% restores Berries.,,,Gigantamax,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snorlax,,,,,,,,,,,,,
G-Max Resonance,,1000,TRUE,10,Physical,5,0,{},,adjacentFoe,Ice,,Cool,"Power is equal to the base move's Max Move power. If this move is successful, the effect of Aurora Veil begins on the user's side.",Base move affects power. Allies: Aurora Veil.,,,Gigantamax,,,,,,{'sideCondition': 'auroraveil'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lapras,,,,,,,,,,,,,
G-Max Sandblast,,1000,TRUE,10,Physical,5,0,{},,adjacentFoe,Ground,,Cool,"Power is equal to the base move's Max Move power. If this move is successful, each Pokemon on the opposing side is prevented from switching for four or five turns (seven turns if the user is holding Grip Claw), even if they have a substitute. Causes damage equal to 1/8 of their maximum HP (1/6 if the user is holding Binding Band), rounded down, at the end of each turn during effect. They can still switch out if they are holding Shed Shell or use Baton Pass, Flip Turn, Parting Shot, Teleport, U-turn, or Volt Switch. The effect ends for a target if it leaves the field, or if it uses Rapid Spin or Substitute successfully. This effect is not stackable or reset by using this or another binding move.",Base move affects power. Foes: bound 4-5 turns.,,,Gigantamax,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandaconda,,,,,,,,,,,,,
G-Max Smite,,1000,TRUE,10,Physical,5,0,{},,adjacentFoe,Fairy,,Cool,"Power is equal to the base move's Max Move power. If this move is successful, each Pokemon on the opposing side becomes confused, even if they have a substitute.",Base move affects power. Foes: confused.,,,Gigantamax,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hatterene,,,,,,,,,,,,,
G-Max Snooze,,1000,TRUE,10,Physical,5,0,{},,adjacentFoe,Dark,,Cool,"Power is equal to the base move's Max Move power. If this move is successful, there is a 50% chance the effect of Yawn begins on the target, even if it has a substitute.",Base move affects power. Target: 50% Yawn.,,,Gigantamax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grimmsnarl,,,,,,,,,,,,,
G-Max Steelsurge,,1000,TRUE,10,Physical,5,0,{},,adjacentFoe,Steel,,Cool,"Power is equal to the base move's Max Move power. If this move is successful, it sets up a hazard on the opposing side of the field, damaging each opposing Pokemon that switches in. Foes lose 1/32, 1/16, 1/8, 1/4, or 1/2 of their maximum HP, rounded down, based on their weakness to the Steel type; 0.25x, 0.5x, neutral, 2x, or 4x, respectively. Can be removed from the opposing side if any opposing Pokemon uses Rapid Spin or Defog successfully, or is hit by Defog.",Base move affects power. Foes: Steel hazard.,,,Gigantamax,,,,{},,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copperajah,,,,,,,,,,,,,
G-Max Stonesurge,,1000,TRUE,10,Physical,5,0,{},,adjacentFoe,Water,,Cool,"Power is equal to the base move's Max Move power. If this move is successful, it sets up a hazard on the opposing side of the field, damaging each opposing Pokemon that switches in. Foes lose 1/32, 1/16, 1/8, 1/4, or 1/2 of their maximum HP, rounded down, based on their weakness to the Rock type; 0.25x, 0.5x, neutral, 2x, or 4x, respectively. Can be removed from the opposing side if any opposing Pokemon uses Rapid Spin or Defog successfully, or is hit by Defog.",Base move affects power. Foes: Stealth Rock.,,,Gigantamax,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drednaw,,,,,,,,,,,,,
G-Max Stun Shock,,1000,TRUE,10,Physical,10,0,{},,adjacentFoe,Electric,,Cool,"Power is equal to the base move's Max Move power. If this move is successful, each Pokemon on the opposing side either becomes poisoned or paralyzed, even if they have a substitute.",Base move affects power. Foes: psn or par.,,,Gigantamax,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxtricity,,,,,,,,,,,,,
G-Max Sweetness,,1000,TRUE,10,Physical,10,0,{},,adjacentFoe,Grass,,Cool,"Power is equal to the base move's Max Move power. If this move is successful, each Pokemon on the user's side has its status condition cured, even if they have a substitute.",Base move affects power. Allies: status cured.,,,Gigantamax,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appletun,,,,,,,,,,,,,
G-Max Tartness,,1000,TRUE,10,Physical,10,0,{},,adjacentFoe,Grass,,Cool,"Power is equal to the base move's Max Move power. If this move is successful, the evasiveness of each Pokemon on the opposing side is lowered by 1 stage, even if they have a substitute.",Base move affects power. Foes: -1 evasiveness.,,,Gigantamax,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flapple,,,,,,,,,,,,,
G-Max Terror,,1000,TRUE,10,Physical,10,0,{},,adjacentFoe,Ghost,,Cool,"Power is equal to the base move's Max Move power. If this move is successful, each Pokemon on the opposing side is prevented from switching out, even if they have a substitute. They can still switch out if they are holding Shed Shell or use Baton Pass, Flip Turn, Parting Shot, Teleport, U-turn, or Volt Switch. The effect ends if either the user or the target leaves the field.",Base move affects power. Foes: trapped.,,,Gigantamax,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gengar,,,,,,,,,,,,,
G-Max Vine Lash,,1000,TRUE,10,Physical,10,0,{},,adjacentFoe,Grass,,Cool,"Power is equal to the base move's Max Move power. If this move is successful, for 4 turns each non-Grass-type Pokemon on the opposing side takes damage equal to 1/6 of its maximum HP, rounded down, at the end of each turn during effect, including the last turn.","Base move affects power. Foes: -1/6 HP, 4 turns.",,,Gigantamax,,,,"{'duration': 4, 'onResidualOrder': 5, 'onResidualSubOrder': 1, 'onSideResidualOrder': 26, 'onSideResidualSubOrder': 11}",,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venusaur,,,,,,,,,,,,,
G-Max Volcalith,,1000,TRUE,10,Physical,10,0,{},,adjacentFoe,Rock,,Cool,"Power is equal to the base move's Max Move power. If this move is successful, for 4 turns each non-Rock-type Pokemon on the opposing side takes damage equal to 1/6 of its maximum HP, rounded down, at the end of each turn during effect, including the last turn.","Base move affects power. Foes: -1/6 HP, 4 turns.",,,Gigantamax,,,,"{'duration': 4, 'onResidualOrder': 5, 'onResidualSubOrder': 1, 'onSideResidualOrder': 26, 'onSideResidualSubOrder': 11}",,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coalossal,,,,,,,,,,,,,
G-Max Volt Crash,,1000,TRUE,10,Physical,10,0,{},,adjacentFoe,Electric,,Cool,"Power is equal to the base move's Max Move power. If this move is successful, each Pokemon on the opposing side becomes paralyzed, even if they have a substitute.",Base move affects power. Foes: paralyzed.,,,Gigantamax,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pikachu,,,,,,,,,,,,,
G-Max Wildfire,,1000,TRUE,10,Physical,10,0,{},,adjacentFoe,Fire,,Cool,"Power is equal to the base move's Max Move power. If this move is successful, for 4 turns each non-Fire-type Pokemon on the opposing side takes damage equal to 1/6 of its maximum HP, rounded down, at the end of each turn during effect, including the last turn.","Base move affects power. Foes: -1/6 HP, 4 turns.",,,Gigantamax,,,,"{'duration': 4, 'onResidualOrder': 5, 'onResidualSubOrder': 1, 'onSideResidualOrder': 26, 'onSideResidualSubOrder': 11}",,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charizard,,,,,,,,,,,,,
G-Max Wind Rage,,1000,TRUE,10,Physical,10,0,{},,adjacentFoe,Flying,,Cool,"Power is equal to the base move's Max Move power. If this move is successful, the effects of Electric Terrain, Grassy Terrain, Misty Terrain, and Psychic Terrain end, the effects of Reflect, Light Screen, Aurora Veil, Safeguard, Mist, G-Max Steelsurge, Spikes, Toxic Spikes, Stealth Rock, and Sticky Web end for the target's side, and the effects of G-Max Steelsurge, Spikes, Toxic Spikes, Stealth Rock, and Sticky Web end for the user's side.","Base move affects power. Ends Terrain, hazards.",,,Gigantamax,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corviknight,,,,,,,,,,,,,
Grass Knot,,447,100,0,Special,20,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'nonsky': 1, 'metronome': 1}",,normal,Grass,{'basePower': 160},Cute,"This move's power is 20 if the target weighs less than 10 kg, 40 if less than 25 kg, 60 if less than 50 kg, 80 if less than 100 kg, 100 if less than 200 kg, and 120 if greater than or equal to 200 kg.",More power the heavier the target.,,,,,,TRUE,,,,,,,,,,,,{'basePower': 130},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grass Pledge,,520,100,80,Special,10,0,"{'protect': 1, 'mirror': 1, 'nonsky': 1, 'metronome': 1, 'pledgecombo': 1}",,normal,Grass,,Beautiful,"If one of the user's allies chose to use Fire Pledge or Water Pledge this turn and has not moved yet, it takes its turn immediately after the user and the user's move does nothing. If combined with Fire Pledge, the ally uses Fire Pledge with 150 power and a sea of fire appears on the target's side for 4 turns, which causes damage to non-Fire types equal to 1/8 of their maximum HP, rounded down, at the end of each turn during effect, including the last turn. If combined with Water Pledge, the ally uses Grass Pledge with 150 power and a swamp appears on the target's side for 4 turns, which quarters the Speed of each Pokemon on that side. When used as a combined move, this move gains STAB no matter what the user's type is. This move does not consume the user's Grass Gem.",Use with Fire or Water Pledge for added effect.,,,,,,TRUE,"{'duration': 4, 'onSideResidualOrder': 26, 'onSideResidualSubOrder': 9}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grass Whistle,,320,55,0,Status,15,0,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'sound': 1, 'bypasssub': 1, 'metronome': 1}",,normal,Grass,{'boost': {'spe': 1}},Clever,Causes the target to fall asleep.,Causes the target to fall asleep.,,,Past,,,,,,,,,,,,,,,,,,,,,,,slp,,,,,,,,,,,,,,,,,,,,,,,,,,
Grassy Glide,,803,100,55,Physical,20,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Grass,,Cool,"If the current terrain is Grassy Terrain and the user is grounded, this move has its priority increased by 1.",User on Grassy Terrain: +1 priority.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grassy Terrain,,580,TRUE,0,Status,10,0,"{'nonsky': 1, 'metronome': 1}",,all,Grass,{'boost': {'def': 1}},Beautiful,"For 5 turns, the terrain becomes Grassy Terrain. During the effect, the power of Grass-type attacks used by grounded Pokemon is multiplied by 1.3, the power of Bulldoze, Earthquake, and Magnitude used against grounded Pokemon is multiplied by 0.5, and grounded Pokemon have 1/16 of their maximum HP, rounded down, restored at the end of each turn, including the last turn. Camouflage transforms the user into a Grass type, Nature Power becomes Energy Ball, and Secret Power has a 30% chance to cause sleep. Fails if the current terrain is Grassy Terrain.","5 turns. Grounded: +Grass power, +1/16 max HP.",,,,,,,"{'effectType': 'Terrain', 'duration': 5, 'onBasePowerPriority': 6, 'onResidualOrder': 5, 'onResidualSubOrder': 2, 'onFieldResidualOrder': 27, 'onFieldResidualSubOrder': 7}",,,,,,,,,,,,,,,,,,,,,,grassyterrain,,,,,,,,,,,,,,,,,,,,,,,
