,num,name,ID,type1,type2,genderRatio,baseHP,baseAtt,baseDef,baseSpA,baseSpD,baseSpe,baseStats,abilities,heightm,weightkg,color,evos,eggGroups,tier,prevo,evoLevel,otherFormes,formeOrder,canGigantamax,baseSpecies,forme,requiredItem,isNonstandard,changesFrom,evoCondition,evoType,gender,gen,evoItem,evoRegion,mother,canHatch,evoMove,tags,baseForme,cosmeticFormes,maxHP,requiredAbility,battleOnly,requiredMove,isCosmeticForme,requiredItems,cannotDynamax,requiredTeraType
marshtomp,259,Marshtomp,0259_marshtomp,"['Water', 'Ground']",,"{'M': 0.875, 'F': 0.125}",,,,,,,"{'hp': 70, 'atk': 85, 'def': 70, 'spa': 60, 'spd': 70, 'spe': 50}","{'0': 'Torrent', 'H': 'Damp'}",0.7,28,Blue,['Swampert'],"['Monster', 'Water 1']",NFE,Mudkip,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swampert,260,Swampert,0260_swampert,"['Water', 'Ground']",,"{'M': 0.875, 'F': 0.125}",,,,,,,"{'hp': 100, 'atk': 110, 'def': 90, 'spa': 85, 'spd': 90, 'spe': 60}","{'0': 'Torrent', 'H': 'Damp'}",1.5,81.9,Blue,,"['Monster', 'Water 1']",NU,Marshtomp,36,['Swampert-Mega'],"['Swampert', 'Swampert-Mega']",,,,,,,,,,,,,,,,,,,,,,,,,,
swampertmega,260,Swampert-Mega,0260_swampert-mega,"['Water', 'Ground']",,"{'M': 0.875, 'F': 0.125}",,,,,,,"{'hp': 100, 'atk': 150, 'def': 110, 'spa': 95, 'spd': 110, 'spe': 70}",{'0': 'Swift Swim'},1.9,102,Blue,,"['Monster', 'Water 1']",Illegal,,,,,,Swampert,Mega,Swampertite,Past,,,,,,,,,,,,,,,,,,,,,
poochyena,261,Poochyena,0261_poochyena,['Dark'],,,,,,,,,"{'hp': 35, 'atk': 55, 'def': 35, 'spa': 30, 'spd': 30, 'spe': 35}","{'0': 'Run Away', '1': 'Quick Feet', 'H': 'Rattled'}",0.5,13.6,Gray,['Mightyena'],['Field'],LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mightyena,262,Mightyena,0262_mightyena,['Dark'],,,,,,,,,"{'hp': 70, 'atk': 90, 'def': 70, 'spa': 60, 'spd': 60, 'spe': 70}","{'0': 'Intimidate', '1': 'Quick Feet', 'H': 'Moxie'}",1,37,Gray,,['Field'],ZU,Poochyena,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zigzagoon,263,Zigzagoon,0263_zigzagoon,['Normal'],,,,,,,,,"{'hp': 38, 'atk': 30, 'def': 41, 'spa': 30, 'spd': 41, 'spe': 60}","{'0': 'Pickup', '1': 'Gluttony', 'H': 'Quick Feet'}",0.4,17.5,Brown,['Linoone'],['Field'],Illegal,,,['Zigzagoon-Galar'],"['Zigzagoon', 'Zigzagoon-Galar']",,,,,Past,,,,,,,,,,,,,,,,,,,,,
zigzagoongalar,263,Zigzagoon-Galar,0263_zigzagoon-galar,"['Dark', 'Normal']",,,,,,,,,"{'hp': 38, 'atk': 30, 'def': 41, 'spa': 30, 'spd': 41, 'spe': 60}","{'0': 'Pickup', '1': 'Gluttony', 'H': 'Quick Feet'}",0.4,17.5,White,['Linoone-Galar'],['Field'],Illegal,,,,,,Zigzagoon,Galar,,Past,,,,,,,,,,,,,,,,,,,,,
linoone,264,Linoone,0264_linoone,['Normal'],,,,,,,,,"{'hp': 78, 'atk': 70, 'def': 61, 'spa': 50, 'spd': 61, 'spe': 100}","{'0': 'Pickup', '1': 'Gluttony', 'H': 'Quick Feet'}",0.5,32.5,White,,['Field'],Illegal,Zigzagoon,20,['Linoone-Galar'],"['Linoone', 'Linoone-Galar']",,,,,Past,,,,,,,,,,,,,,,,,,,,,
linoonegalar,264,Linoone-Galar,0264_linoone-galar,"['Dark', 'Normal']",,,,,,,,,"{'hp': 78, 'atk': 70, 'def': 61, 'spa': 50, 'spd': 61, 'spe': 100}","{'0': 'Pickup', '1': 'Gluttony', 'H': 'Quick Feet'}",0.5,32.5,White,['Obstagoon'],['Field'],Illegal,Zigzagoon-Galar,20,,,,Linoone,Galar,,Past,,,,,,,,,,,,,,,,,,,,,
wurmple,265,Wurmple,0265_wurmple,['Bug'],,,,,,,,,"{'hp': 45, 'atk': 45, 'def': 35, 'spa': 20, 'spd': 30, 'spe': 20}","{'0': 'Shield Dust', 'H': 'Run Away'}",0.3,3.6,Red,"['Silcoon', 'Cascoon']",['Bug'],Illegal,,,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
silcoon,266,Silcoon,0266_silcoon,['Bug'],,,,,,,,,"{'hp': 50, 'atk': 35, 'def': 55, 'spa': 25, 'spd': 25, 'spe': 15}",{'0': 'Shed Skin'},0.6,10,White,['Beautifly'],['Bug'],Illegal,Wurmple,7,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
beautifly,267,Beautifly,0267_beautifly,"['Bug', 'Flying']",,,,,,,,,"{'hp': 60, 'atk': 70, 'def': 50, 'spa': 100, 'spd': 50, 'spe': 65}","{'0': 'Swarm', 'H': 'Rivalry'}",1,28.4,Yellow,,['Bug'],Illegal,Silcoon,10,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
cascoon,268,Cascoon,0268_cascoon,['Bug'],,,,,,,,,"{'hp': 50, 'atk': 35, 'def': 55, 'spa': 25, 'spd': 25, 'spe': 15}",{'0': 'Shed Skin'},0.7,11.5,Purple,['Dustox'],['Bug'],Illegal,Wurmple,7,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
dustox,269,Dustox,0269_dustox,"['Bug', 'Poison']",,,,,,,,,"{'hp': 60, 'atk': 50, 'def': 70, 'spa': 50, 'spd': 90, 'spe': 65}","{'0': 'Shield Dust', 'H': 'Compound Eyes'}",1.2,31.6,Green,,['Bug'],Illegal,Cascoon,10,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
lotad,270,Lotad,0270_lotad,"['Water', 'Grass']",,,,,,,,,"{'hp': 40, 'atk': 30, 'def': 30, 'spa': 40, 'spd': 50, 'spe': 30}","{'0': 'Swift Swim', '1': 'Rain Dish', 'H': 'Own Tempo'}",0.5,2.6,Green,['Lombre'],"['Water 1', 'Grass']",LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lombre,271,Lombre,0271_lombre,"['Water', 'Grass']",,,,,,,,,"{'hp': 60, 'atk': 50, 'def': 50, 'spa': 60, 'spd': 70, 'spe': 50}","{'0': 'Swift Swim', '1': 'Rain Dish', 'H': 'Own Tempo'}",1.2,32.5,Green,['Ludicolo'],"['Water 1', 'Grass']",NFE,Lotad,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ludicolo,272,Ludicolo,0272_ludicolo,"['Water', 'Grass']",,,,,,,,,"{'hp': 80, 'atk': 70, 'def': 70, 'spa': 90, 'spd': 100, 'spe': 70}","{'0': 'Swift Swim', '1': 'Rain Dish', 'H': 'Own Tempo'}",1.5,55,Green,,"['Water 1', 'Grass']",ZU,Lombre,,,,,,,,,,,useItem,,,Water Stone,,,,,,,,,,,,,,,
seedot,273,Seedot,0273_seedot,['Grass'],,,,,,,,,"{'hp': 40, 'atk': 40, 'def': 50, 'spa': 30, 'spd': 30, 'spe': 30}","{'0': 'Chlorophyll', '1': 'Early Bird', 'H': 'Pickpocket'}",0.5,4,Brown,['Nuzleaf'],"['Field', 'Grass']",LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nuzleaf,274,Nuzleaf,0274_nuzleaf,"['Grass', 'Dark']",,,,,,,,,"{'hp': 70, 'atk': 70, 'def': 40, 'spa': 60, 'spd': 40, 'spe': 60}","{'0': 'Chlorophyll', '1': 'Early Bird', 'H': 'Pickpocket'}",1,28,Brown,['Shiftry'],"['Field', 'Grass']",NFE,Seedot,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shiftry,275,Shiftry,0275_shiftry,"['Grass', 'Dark']",,,,,,,,,"{'hp': 90, 'atk': 100, 'def': 60, 'spa': 90, 'spd': 60, 'spe': 80}","{'0': 'Chlorophyll', '1': 'Wind Rider', 'H': 'Pickpocket'}",1.3,59.6,Brown,,"['Field', 'Grass']",ZU,Nuzleaf,,,,,,,,,,,useItem,,,Leaf Stone,,,,,,,,,,,,,,,
taillow,276,Taillow,0276_taillow,"['Normal', 'Flying']",,,,,,,,,"{'hp': 40, 'atk': 55, 'def': 30, 'spa': 30, 'spd': 30, 'spe': 85}","{'0': 'Guts', 'H': 'Scrappy'}",0.3,2.3,Blue,['Swellow'],['Flying'],Illegal,,,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
swellow,277,Swellow,0277_swellow,"['Normal', 'Flying']",,,,,,,,,"{'hp': 60, 'atk': 85, 'def': 60, 'spa': 75, 'spd': 50, 'spe': 125}","{'0': 'Guts', 'H': 'Scrappy'}",0.7,19.8,Blue,,['Flying'],Illegal,Taillow,22,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
wingull,278,Wingull,0278_wingull,"['Water', 'Flying']",,,,,,,,,"{'hp': 40, 'atk': 30, 'def': 30, 'spa': 55, 'spd': 30, 'spe': 85}","{'0': 'Keen Eye', '1': 'Hydration', 'H': 'Rain Dish'}",0.6,9.5,White,['Pelipper'],"['Water 1', 'Flying']",LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pelipper,279,Pelipper,0279_pelipper,"['Water', 'Flying']",,,,,,,,,"{'hp': 60, 'atk': 50, 'def': 100, 'spa': 95, 'spd': 70, 'spe': 65}","{'0': 'Keen Eye', '1': 'Drizzle', 'H': 'Rain Dish'}",1.2,28,Yellow,,"['Water 1', 'Flying']",UUBL,Wingull,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ralts,280,Ralts,0280_ralts,"['Psychic', 'Fairy']",,,,,,,,,"{'hp': 28, 'atk': 25, 'def': 25, 'spa': 45, 'spd': 35, 'spe': 40}","{'0': 'Synchronize', '1': 'Trace', 'H': 'Telepathy'}",0.4,6.6,White,['Kirlia'],"['Human-Like', 'Amorphous']",LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kirlia,281,Kirlia,0281_kirlia,"['Psychic', 'Fairy']",,,,,,,,,"{'hp': 38, 'atk': 35, 'def': 35, 'spa': 65, 'spd': 55, 'spe': 50}","{'0': 'Synchronize', '1': 'Trace', 'H': 'Telepathy'}",0.8,20.2,White,"['Gardevoir', 'Gallade']","['Human-Like', 'Amorphous']",NFE,Ralts,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gardevoir,282,Gardevoir,0282_gardevoir,"['Psychic', 'Fairy']",,,,,,,,,"{'hp': 68, 'atk': 65, 'def': 65, 'spa': 125, 'spd': 115, 'spe': 80}","{'0': 'Synchronize', '1': 'Trace', 'H': 'Telepathy'}",1.6,48.4,White,,"['Human-Like', 'Amorphous']",RU,Kirlia,30,['Gardevoir-Mega'],"['Gardevoir', 'Gardevoir-Mega']",,,,,,,,,,,,,,,,,,,,,,,,,,
gardevoirmega,282,Gardevoir-Mega,0282_gardevoir-mega,"['Psychic', 'Fairy']",,,,,,,,,"{'hp': 68, 'atk': 85, 'def': 65, 'spa': 165, 'spd': 135, 'spe': 100}",{'0': 'Pixilate'},1.6,48.4,White,,['Amorphous'],Illegal,,,,,,Gardevoir,Mega,Gardevoirite,Past,,,,,,,,,,,,,,,,,,,,,
surskit,283,Surskit,0283_surskit,"['Bug', 'Water']",,,,,,,,,"{'hp': 40, 'atk': 30, 'def': 32, 'spa': 50, 'spd': 52, 'spe': 65}","{'0': 'Swift Swim', 'H': 'Rain Dish'}",0.5,1.7,Blue,['Masquerain'],"['Water 1', 'Bug']",LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
masquerain,284,Masquerain,0284_masquerain,"['Bug', 'Flying']",,,,,,,,,"{'hp': 70, 'atk': 60, 'def': 62, 'spa': 100, 'spd': 82, 'spe': 80}","{'0': 'Intimidate', 'H': 'Unnerve'}",0.8,3.6,Blue,,"['Water 1', 'Bug']",ZU,Surskit,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shroomish,285,Shroomish,0285_shroomish,['Grass'],,,,,,,,,"{'hp': 60, 'atk': 40, 'def': 60, 'spa': 40, 'spd': 60, 'spe': 35}","{'0': 'Effect Spore', '1': 'Poison Heal', 'H': 'Quick Feet'}",0.4,4.5,Brown,['Breloom'],"['Fairy', 'Grass']",LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
breloom,286,Breloom,0286_breloom,"['Grass', 'Fighting']",,,,,,,,,"{'hp': 60, 'atk': 130, 'def': 80, 'spa': 60, 'spd': 60, 'spe': 70}","{'0': 'Effect Spore', '1': 'Poison Heal', 'H': 'Technician'}",1.2,39.2,Green,,"['Fairy', 'Grass']",RU,Shroomish,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slakoth,287,Slakoth,0287_slakoth,['Normal'],,,,,,,,,"{'hp': 60, 'atk': 60, 'def': 60, 'spa': 35, 'spd': 35, 'spe': 30}",{'0': 'Truant'},0.8,24,Brown,['Vigoroth'],['Field'],LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vigoroth,288,Vigoroth,0288_vigoroth,['Normal'],,,,,,,,,"{'hp': 80, 'atk': 80, 'def': 80, 'spa': 55, 'spd': 55, 'spe': 90}",{'0': 'Vital Spirit'},1.4,46.5,White,['Slaking'],['Field'],NFE,Slakoth,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slaking,289,Slaking,0289_slaking,['Normal'],,,,,,,,,"{'hp': 150, 'atk': 160, 'def': 100, 'spa': 95, 'spd': 65, 'spe': 100}",{'0': 'Truant'},2,130.5,Brown,,['Field'],ZU,Vigoroth,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nincada,290,Nincada,0290_nincada,"['Bug', 'Ground']",,,,,,,,,"{'hp': 31, 'atk': 45, 'def': 90, 'spa': 30, 'spd': 30, 'spe': 40}","{'0': 'Compound Eyes', 'H': 'Run Away'}",0.5,5.5,Gray,"['Ninjask', 'Shedinja']",['Bug'],Illegal,,,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
ninjask,291,Ninjask,0291_ninjask,"['Bug', 'Flying']",,,,,,,,,"{'hp': 61, 'atk': 90, 'def': 45, 'spa': 50, 'spd': 50, 'spe': 160}","{'0': 'Speed Boost', 'H': 'Infiltrator'}",0.8,12,Yellow,,['Bug'],Illegal,Nincada,20,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
shedinja,292,Shedinja,0292_shedinja,"['Bug', 'Ghost']",,,,,,,,,"{'hp': 1, 'atk': 90, 'def': 45, 'spa': 30, 'spd': 30, 'spe': 40}",{'0': 'Wonder Guard'},0.8,1.2,Brown,,['Mineral'],Illegal,Nincada,20,,,,,,,Past,,,,N,,,,,,,,,,1,,,,,,,
whismur,293,Whismur,0293_whismur,['Normal'],,,,,,,,,"{'hp': 64, 'atk': 51, 'def': 23, 'spa': 51, 'spd': 23, 'spe': 28}","{'0': 'Soundproof', 'H': 'Rattled'}",0.6,16.3,Pink,['Loudred'],"['Monster', 'Field']",Illegal,,,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
loudred,294,Loudred,0294_loudred,['Normal'],,,,,,,,,"{'hp': 84, 'atk': 71, 'def': 43, 'spa': 71, 'spd': 43, 'spe': 48}","{'0': 'Soundproof', 'H': 'Scrappy'}",1,40.5,Blue,['Exploud'],"['Monster', 'Field']",Illegal,Whismur,20,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
exploud,295,Exploud,0295_exploud,['Normal'],,,,,,,,,"{'hp': 104, 'atk': 91, 'def': 63, 'spa': 91, 'spd': 73, 'spe': 68}","{'0': 'Soundproof', 'H': 'Scrappy'}",1.5,84,Blue,,"['Monster', 'Field']",Illegal,Loudred,40,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
makuhita,296,Makuhita,0296_makuhita,['Fighting'],,"{'M': 0.75, 'F': 0.25}",,,,,,,"{'hp': 72, 'atk': 60, 'def': 30, 'spa': 20, 'spd': 30, 'spe': 25}","{'0': 'Thick Fat', '1': 'Guts', 'H': 'Sheer Force'}",1,86.4,Yellow,['Hariyama'],['Human-Like'],LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hariyama,297,Hariyama,0297_hariyama,['Fighting'],,"{'M': 0.75, 'F': 0.25}",,,,,,,"{'hp': 144, 'atk': 120, 'def': 60, 'spa': 40, 'spd': 60, 'spe': 50}","{'0': 'Thick Fat', '1': 'Guts', 'H': 'Sheer Force'}",2.3,253.8,Brown,,['Human-Like'],PU,Makuhita,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azurill,298,Azurill,0298_azurill,"['Normal', 'Fairy']",,"{'M': 0.25, 'F': 0.75}",,,,,,,"{'hp': 50, 'atk': 20, 'def': 40, 'spa': 20, 'spd': 40, 'spe': 20}","{'0': 'Thick Fat', '1': 'Huge Power', 'H': 'Sap Sipper'}",0.2,2,Blue,['Marill'],['Undiscovered'],LC,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,
nosepass,299,Nosepass,0299_nosepass,['Rock'],,,,,,,,,"{'hp': 30, 'atk': 45, 'def': 135, 'spa': 45, 'spd': 90, 'spe': 30}","{'0': 'Sturdy', '1': 'Magnet Pull', 'H': 'Sand Force'}",1,97,Gray,['Probopass'],['Mineral'],LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skitty,300,Skitty,0300_skitty,['Normal'],,"{'M': 0.25, 'F': 0.75}",,,,,,,"{'hp': 50, 'atk': 45, 'def': 45, 'spa': 35, 'spd': 35, 'spe': 50}","{'0': 'Cute Charm', '1': 'Normalize', 'H': 'Wonder Skin'}",0.6,11,Pink,['Delcatty'],"['Field', 'Fairy']",Illegal,,,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
delcatty,301,Delcatty,0301_delcatty,['Normal'],,"{'M': 0.25, 'F': 0.75}",,,,,,,"{'hp': 70, 'atk': 65, 'def': 65, 'spa': 55, 'spd': 55, 'spe': 90}","{'0': 'Cute Charm', '1': 'Normalize', 'H': 'Wonder Skin'}",1.1,32.6,Purple,,"['Field', 'Fairy']",Illegal,Skitty,,,,,,,,Past,,,useItem,,,Moon Stone,,,,,,,,,,,,,,,
sableye,302,Sableye,0302_sableye,"['Dark', 'Ghost']",,,,,,,,,"{'hp': 50, 'atk': 75, 'def': 75, 'spa': 65, 'spd': 65, 'spe': 50}","{'0': 'Keen Eye', '1': 'Stall', 'H': 'Prankster'}",0.5,11,Purple,,['Human-Like'],ZU,,,['Sableye-Mega'],"['Sableye', 'Sableye-Mega']",,,,,,,,,,,,,,,,,,,,,,,,,,
sableyemega,302,Sableye-Mega,0302_sableye-mega,"['Dark', 'Ghost']",,,,,,,,,"{'hp': 50, 'atk': 85, 'def': 125, 'spa': 85, 'spd': 115, 'spe': 20}",{'0': 'Magic Bounce'},0.5,161,Purple,,['Human-Like'],Illegal,,,,,,Sableye,Mega,Sablenite,Past,,,,,,,,,,,,,,,,,,,,,
mawile,303,Mawile,0303_mawile,"['Steel', 'Fairy']",,,,,,,,,"{'hp': 50, 'atk': 85, 'def': 85, 'spa': 55, 'spd': 55, 'spe': 50}","{'0': 'Hyper Cutter', '1': 'Intimidate', 'H': 'Sheer Force'}",0.6,11.5,Black,,"['Field', 'Fairy']",Illegal,,,['Mawile-Mega'],"['Mawile', 'Mawile-Mega']",,,,,Past,,,,,,,,,,,,,,,,,,,,,
mawilemega,303,Mawile-Mega,0303_mawile-mega,"['Steel', 'Fairy']",,,,,,,,,"{'hp': 50, 'atk': 105, 'def': 125, 'spa': 55, 'spd': 95, 'spe': 50}",{'0': 'Huge Power'},1,23.5,Black,,"['Field', 'Fairy']",Illegal,,,,,,Mawile,Mega,Mawilite,Past,,,,,,,,,,,,,,,,,,,,,
aron,304,Aron,0304_aron,"['Steel', 'Rock']",,,,,,,,,"{'hp': 50, 'atk': 70, 'def': 100, 'spa': 40, 'spd': 40, 'spe': 30}","{'0': 'Sturdy', '1': 'Rock Head', 'H': 'Heavy Metal'}",0.4,60,Gray,['Lairon'],['Monster'],Illegal,,,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
lairon,305,Lairon,0305_lairon,"['Steel', 'Rock']",,,,,,,,,"{'hp': 60, 'atk': 90, 'def': 140, 'spa': 50, 'spd': 50, 'spe': 40}","{'0': 'Sturdy', '1': 'Rock Head', 'H': 'Heavy Metal'}",0.9,120,Gray,['Aggron'],['Monster'],Illegal,Aron,32,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
aggron,306,Aggron,0306_aggron,"['Steel', 'Rock']",,,,,,,,,"{'hp': 70, 'atk': 110, 'def': 180, 'spa': 60, 'spd': 60, 'spe': 50}","{'0': 'Sturdy', '1': 'Rock Head', 'H': 'Heavy Metal'}",2.1,360,Gray,,['Monster'],Illegal,Lairon,42,['Aggron-Mega'],"['Aggron', 'Aggron-Mega']",,,,,Past,,,,,,,,,,,,,,,,,,,,,
aggronmega,306,Aggron-Mega,0306_aggron-mega,['Steel'],,,,,,,,,"{'hp': 70, 'atk': 140, 'def': 230, 'spa': 60, 'spd': 80, 'spe': 50}",{'0': 'Filter'},2.2,395,Gray,,['Monster'],Illegal,,,,,,Aggron,Mega,Aggronite,Past,,,,,,,,,,,,,,,,,,,,,
meditite,307,Meditite,0307_meditite,"['Fighting', 'Psychic']",,,,,,,,,"{'hp': 30, 'atk': 40, 'def': 55, 'spa': 40, 'spd': 55, 'spe': 60}","{'0': 'Pure Power', 'H': 'Telepathy'}",0.6,11.2,Blue,['Medicham'],['Human-Like'],NFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medicham,308,Medicham,0308_medicham,"['Fighting', 'Psychic']",,,,,,,,,"{'hp': 60, 'atk': 60, 'def': 75, 'spa': 60, 'spd': 75, 'spe': 80}","{'0': 'Pure Power', 'H': 'Telepathy'}",1.3,31.5,Red,,['Human-Like'],ZU,Meditite,37,['Medicham-Mega'],"['Medicham', 'Medicham-Mega']",,,,,,,,,,,,,,,,,,,,,,,,,,
medichammega,308,Medicham-Mega,0308_medicham-mega,"['Fighting', 'Psychic']",,,,,,,,,"{'hp': 60, 'atk': 100, 'def': 85, 'spa': 80, 'spd': 85, 'spe': 100}",{'0': 'Pure Power'},1.3,31.5,Red,,['Human-Like'],Illegal,,,,,,Medicham,Mega,Medichamite,Past,,,,,,,,,,,,,,,,,,,,,
electrike,309,Electrike,0309_electrike,['Electric'],,,,,,,,,"{'hp': 40, 'atk': 45, 'def': 40, 'spa': 65, 'spd': 40, 'spe': 65}","{'0': 'Static', '1': 'Lightning Rod', 'H': 'Minus'}",0.6,15.2,Green,['Manectric'],['Field'],Illegal,,,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
manectric,310,Manectric,0310_manectric,['Electric'],,,,,,,,,"{'hp': 70, 'atk': 75, 'def': 60, 'spa': 105, 'spd': 60, 'spe': 105}","{'0': 'Static', '1': 'Lightning Rod', 'H': 'Minus'}",1.5,40.2,Yellow,,['Field'],Illegal,Electrike,26,['Manectric-Mega'],"['Manectric', 'Manectric-Mega']",,,,,Past,,,,,,,,,,,,,,,,,,,,,
manectricmega,310,Manectric-Mega,0310_manectric-mega,['Electric'],,,,,,,,,"{'hp': 70, 'atk': 75, 'def': 80, 'spa': 135, 'spd': 80, 'spe': 135}",{'0': 'Intimidate'},1.8,44,Yellow,,['Field'],Illegal,,,,,,Manectric,Mega,Manectite,Past,,,,,,,,,,,,,,,,,,,,,
plusle,311,Plusle,0311_plusle,['Electric'],,,,,,,,,"{'hp': 60, 'atk': 50, 'def': 40, 'spa': 85, 'spd': 75, 'spe': 95}","{'0': 'Plus', 'H': 'Lightning Rod'}",0.4,4.2,Yellow,,['Fairy'],ZU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minun,312,Minun,0312_minun,['Electric'],,,,,,,,,"{'hp': 60, 'atk': 40, 'def': 50, 'spa': 75, 'spd': 85, 'spe': 95}","{'0': 'Minus', 'H': 'Volt Absorb'}",0.4,4.2,Yellow,,['Fairy'],ZU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volbeat,313,Volbeat,0313_volbeat,['Bug'],,,,,,,,,"{'hp': 65, 'atk': 73, 'def': 75, 'spa': 47, 'spd': 85, 'spe': 85}","{'0': 'Illuminate', '1': 'Swarm', 'H': 'Prankster'}",0.7,17.7,Gray,,"['Bug', 'Human-Like']",ZU,,,,,,,,,,,,,M,,,,illumise,,,,,,,,,,,,,
illumise,314,Illumise,0314_illumise,['Bug'],,,,,,,,,"{'hp': 65, 'atk': 47, 'def': 75, 'spa': 73, 'spd': 85, 'spe': 85}","{'0': 'Oblivious', '1': 'Tinted Lens', 'H': 'Prankster'}",0.6,17.7,Purple,,"['Bug', 'Human-Like']",ZU,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,
roselia,315,Roselia,0315_roselia,"['Grass', 'Poison']",,,,,,,,,"{'hp': 50, 'atk': 60, 'def': 45, 'spa': 100, 'spd': 80, 'spe': 65}","{'0': 'Natural Cure', '1': 'Poison Point', 'H': 'Leaf Guard'}",0.3,2,Green,['Roserade'],"['Fairy', 'Grass']",Illegal,Budew,,,,,,,,Past,,during the day,levelFriendship,,,,,,TRUE,,,,,,,,,,,,
gulpin,316,Gulpin,0316_gulpin,['Poison'],,,,,,,,,"{'hp': 70, 'atk': 43, 'def': 53, 'spa': 43, 'spd': 53, 'spe': 40}","{'0': 'Liquid Ooze', '1': 'Sticky Hold', 'H': 'Gluttony'}",0.4,10.3,Green,['Swalot'],['Amorphous'],LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swalot,317,Swalot,0317_swalot,['Poison'],,,,,,,,,"{'hp': 100, 'atk': 73, 'def': 83, 'spa': 73, 'spd': 83, 'spe': 55}","{'0': 'Liquid Ooze', '1': 'Sticky Hold', 'H': 'Gluttony'}",1.7,80,Purple,,['Amorphous'],ZU,Gulpin,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carvanha,318,Carvanha,0318_carvanha,"['Water', 'Dark']",,,,,,,,,"{'hp': 45, 'atk': 90, 'def': 20, 'spa': 65, 'spd': 20, 'spe': 65}","{'0': 'Rough Skin', 'H': 'Speed Boost'}",0.8,20.8,Red,['Sharpedo'],['Water 2'],Illegal,,,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
sharpedo,319,Sharpedo,0319_sharpedo,"['Water', 'Dark']",,,,,,,,,"{'hp': 70, 'atk': 120, 'def': 40, 'spa': 95, 'spd': 40, 'spe': 95}","{'0': 'Rough Skin', 'H': 'Speed Boost'}",1.8,88.8,Blue,,['Water 2'],Illegal,Carvanha,30,['Sharpedo-Mega'],"['Sharpedo', 'Sharpedo-Mega']",,,,,Past,,,,,,,,,,,,,,,,,,,,,
sharpedomega,319,Sharpedo-Mega,0319_sharpedo-mega,"['Water', 'Dark']",,,,,,,,,"{'hp': 70, 'atk': 140, 'def': 70, 'spa': 110, 'spd': 65, 'spe': 105}",{'0': 'Strong Jaw'},2.5,130.3,Blue,,['Water 2'],Illegal,,,,,,Sharpedo,Mega,Sharpedonite,Past,,,,,,,,,,,,,,,,,,,,,
wailmer,320,Wailmer,0320_wailmer,['Water'],,,,,,,,,"{'hp': 130, 'atk': 70, 'def': 35, 'spa': 70, 'spd': 35, 'spe': 60}","{'0': 'Water Veil', '1': 'Oblivious', 'H': 'Pressure'}",2,130,Blue,['Wailord'],"['Field', 'Water 2']",Illegal,,,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
